MB2013_code,total,AU2013_code,AU2013_label,TA2013_label
1399702,0,545204,Ruakituri-Morere,Wairoa District
1399800,1,545204,Ruakituri-Morere,Wairoa District
1399900,0,545303,Nuhaka,Wairoa District
1400000,0,545204,Ruakituri-Morere,Wairoa District
1400100,2,545304,Mahia,Wairoa District
1400200,2,545304,Mahia,Wairoa District
1400300,2,545304,Mahia,Wairoa District
1400400,3,545304,Mahia,Wairoa District
1400501,0,545304,Mahia,Wairoa District
1400502,2,545304,Mahia,Wairoa District
1400503,0,545304,Mahia,Wairoa District
1400504,3,545304,Mahia,Wairoa District
1400505,0,545304,Mahia,Wairoa District
1400506,0,545304,Mahia,Wairoa District
1400507,0,545304,Mahia,Wairoa District
1400508,0,545304,Mahia,Wairoa District
1400509,0,545304,Mahia,Wairoa District
1400510,0,545304,Mahia,Wairoa District
1400600,1,545304,Mahia,Wairoa District
1400700,1,545304,Mahia,Wairoa District
1400800,0,545304,Mahia,Wairoa District
1400900,0,545304,Mahia,Wairoa District
1401000,1,545304,Mahia,Wairoa District
1401100,0,545304,Mahia,Wairoa District
1401201,3,545621,Poraiti,Napier City
1401202,0,545621,Poraiti,Napier City
1401301,1,545621,Poraiti,Napier City
1401302,0,545621,Poraiti,Napier City
1401401,0,545621,Poraiti,Napier City
1401402,0,547200,Taradale North,Napier City
1401503,1,547100,Greenmeadows,Napier City
1401504,0,547100,Greenmeadows,Napier City
1401505,0,547100,Greenmeadows,Napier City
1401506,0,547100,Greenmeadows,Napier City
1401507,1,547100,Greenmeadows,Napier City
1401502,2,545621,Poraiti,Napier City
1401600,2,545621,Poraiti,Napier City
1401701,0,547100,Greenmeadows,Napier City
1401702,1,547100,Greenmeadows,Napier City
1401703,0,547100,Greenmeadows,Napier City
1401704,2,547100,Greenmeadows,Napier City
1401705,0,547100,Greenmeadows,Napier City
1401706,0,547100,Greenmeadows,Napier City
1401707,0,547100,Greenmeadows,Napier City
1401801,2,545621,Poraiti,Napier City
1401802,0,545621,Poraiti,Napier City
1401803,1,545621,Poraiti,Napier City
1401804,0,545621,Poraiti,Napier City
1401901,0,545621,Poraiti,Napier City
1401902,0,545621,Poraiti,Napier City
1401903,0,545621,Poraiti,Napier City
1402000,2,545631,Meeanee,Napier City
1402100,2,545631,Meeanee,Napier City
1402200,0,545631,Meeanee,Napier City
1402300,2,545631,Meeanee,Napier City
1402400,4,545631,Meeanee,Napier City
1402501,0,545631,Meeanee,Napier City
1402503,0,547300,Taradale South,Napier City
1402504,0,547300,Taradale South,Napier City
1402505,1,547300,Taradale South,Napier City
1402506,0,547300,Taradale South,Napier City
1402507,0,547300,Taradale South,Napier City
1402508,1,547300,Taradale South,Napier City
1402509,2,547300,Taradale South,Napier City
1402510,1,547300,Taradale South,Napier City
1402511,0,547300,Taradale South,Napier City
1402512,0,547300,Taradale South,Napier City
1402600,13,545631,Meeanee,Napier City
1402700,3,545632,Awatoto,Napier City
1402800,1,545632,Awatoto,Napier City
1402900,1,545632,Awatoto,Napier City
1403001,0,545631,Meeanee,Napier City
1403002,12,545632,Awatoto,Napier City
1403100,4,545631,Meeanee,Napier City
1403201,2,545631,Meeanee,Napier City
1403202,1,546700,Maraenui,Napier City
1403300,4,545631,Meeanee,Napier City
1403400,7,545631,Meeanee,Napier City
1403500,15,545631,Meeanee,Napier City
1403601,4,545631,Meeanee,Napier City
1403602,2,545632,Awatoto,Napier City
1403700,8,545631,Meeanee,Napier City
1403800,9,545631,Meeanee,Napier City
1403900,10,545832,Pakowhai,Hastings District
1404000,6,545832,Pakowhai,Hastings District
1404100,1,545832,Pakowhai,Hastings District
1404200,4,545832,Pakowhai,Hastings District
1404300,3,545832,Pakowhai,Hastings District
1404400,4,545832,Pakowhai,Hastings District
1404500,11,545831,Waiohiki,Hastings District
1404600,6,545831,Waiohiki,Hastings District
1404700,1,545730,Clive,Hastings District
1404800,2,545730,Clive,Hastings District
1404900,0,545730,Clive,Hastings District
1405001,0,545730,Clive,Hastings District
1405002,0,545730,Clive,Hastings District
1405003,0,545730,Clive,Hastings District
1405004,0,545730,Clive,Hastings District
1405005,0,545730,Clive,Hastings District
1405006,1,545730,Clive,Hastings District
1405007,0,545730,Clive,Hastings District
1405100,2,545730,Clive,Hastings District
1405200,2,545730,Clive,Hastings District
1405300,4,545730,Clive,Hastings District
1405401,0,545730,Clive,Hastings District
1405402,1,545730,Clive,Hastings District
1405403,2,545730,Clive,Hastings District
1405500,5,545730,Clive,Hastings District
1405600,3,545730,Clive,Hastings District
1405700,7,545722,Whakatu,Hastings District
1405800,2,545722,Whakatu,Hastings District
1405900,3,545722,Whakatu,Hastings District
1406000,1,545722,Whakatu,Hastings District
1406101,0,545722,Whakatu,Hastings District
1406102,8,545722,Whakatu,Hastings District
1406200,1,545722,Whakatu,Hastings District
1406300,6,545722,Whakatu,Hastings District
1406400,1,545722,Whakatu,Hastings District
1406501,1,545722,Whakatu,Hastings District
1406502,0,545750,Brookvale,Hastings District
1406600,8,545750,Brookvale,Hastings District
1406701,2,545722,Whakatu,Hastings District
1406702,1,545750,Brookvale,Hastings District
1406801,3,545740,Haumoana,Hastings District
1406802,2,545740,Haumoana,Hastings District
1406900,0,545740,Haumoana,Hastings District
1407000,5,545740,Haumoana,Hastings District
1407100,0,545740,Haumoana,Hastings District
1407200,8,545740,Haumoana,Hastings District
1407300,3,545740,Haumoana,Hastings District
1407400,0,545740,Haumoana,Hastings District
1407500,2,545740,Haumoana,Hastings District
1407600,9,545740,Haumoana,Hastings District
1407700,2,545740,Haumoana,Hastings District
1407800,7,545740,Haumoana,Hastings District
1407901,2,545740,Haumoana,Hastings District
1407902,2,545740,Haumoana,Hastings District
1408001,3,545740,Haumoana,Hastings District
1408003,1,545740,Haumoana,Hastings District
1408004,1,545740,Haumoana,Hastings District
1408100,2,545740,Haumoana,Hastings District
1408200,4,545740,Haumoana,Hastings District
1408301,2,545860,Waimarama,Hastings District
1408302,0,545860,Waimarama,Hastings District
1408401,1,545821,Sherenden-Puketapu,Hastings District
1408402,1,545822,Omahu,Hastings District
1408500,2,545821,Sherenden-Puketapu,Hastings District
1408600,1,545821,Sherenden-Puketapu,Hastings District
1408700,5,545821,Sherenden-Puketapu,Hastings District
1408800,8,545822,Omahu,Hastings District
1408900,0,545821,Sherenden-Puketapu,Hastings District
1409000,0,545821,Sherenden-Puketapu,Hastings District
1409100,0,545822,Omahu,Hastings District
1409200,0,545822,Omahu,Hastings District
1409300,2,545822,Omahu,Hastings District
1409400,3,545831,Waiohiki,Hastings District
1409500,1,545821,Sherenden-Puketapu,Hastings District
1409600,0,545822,Omahu,Hastings District
1409700,0,545912,Puketitiri,Hastings District
1409800,2,545913,Whanawhana,Hastings District
1409900,1,545913,Whanawhana,Hastings District
1410000,0,545821,Sherenden-Puketapu,Hastings District
1410100,2,545821,Sherenden-Puketapu,Hastings District
1410200,0,545821,Sherenden-Puketapu,Hastings District
1410300,2,545821,Sherenden-Puketapu,Hastings District
1410400,1,545821,Sherenden-Puketapu,Hastings District
1410500,0,545912,Puketitiri,Hastings District
1410601,0,547300,Taradale South,Napier City
1410602,2,547300,Taradale South,Napier City
1410700,0,545621,Poraiti,Napier City
1410801,4,545821,Sherenden-Puketapu,Hastings District
1410803,0,545621,Poraiti,Napier City
1410804,0,545621,Poraiti,Napier City
1410901,1,545621,Poraiti,Napier City
1410902,2,545821,Sherenden-Puketapu,Hastings District
1411000,2,545821,Sherenden-Puketapu,Hastings District
1411100,3,545821,Sherenden-Puketapu,Hastings District
1411200,2,545821,Sherenden-Puketapu,Hastings District
1411300,0,545621,Poraiti,Napier City
1411400,2,545821,Sherenden-Puketapu,Hastings District
1411500,0,545912,Puketitiri,Hastings District
1411600,0,545912,Puketitiri,Hastings District
1411700,0,545912,Puketitiri,Hastings District
1411800,0,545912,Puketitiri,Hastings District
1411900,0,545912,Puketitiri,Hastings District
1412000,0,545912,Puketitiri,Hastings District
1412100,1,545912,Puketitiri,Hastings District
1412200,1,545821,Sherenden-Puketapu,Hastings District
1412300,2,545821,Sherenden-Puketapu,Hastings District
1412400,1,545821,Sherenden-Puketapu,Hastings District
1412500,0,545912,Puketitiri,Hastings District
1412600,0,545611,Bay View,Napier City
1412700,0,545611,Bay View,Napier City
1412800,1,545611,Bay View,Napier City
1412900,0,545611,Bay View,Napier City
1413000,1,545611,Bay View,Napier City
1413100,3,545611,Bay View,Napier City
1413200,10,545611,Bay View,Napier City
1413300,0,545611,Bay View,Napier City
1413400,3,545611,Bay View,Napier City
1413501,1,545611,Bay View,Napier City
1413502,0,545611,Bay View,Napier City
1413600,2,545611,Bay View,Napier City
1413701,0,545611,Bay View,Napier City
1413702,0,545611,Bay View,Napier City
1413703,0,545611,Bay View,Napier City
1413801,3,545611,Bay View,Napier City
1413802,0,545611,Bay View,Napier City
1413900,4,545611,Bay View,Napier City
1414001,1,545611,Bay View,Napier City
1414002,1,545611,Bay View,Napier City
1414003,0,545611,Bay View,Napier City
1414100,0,545811,Tangoio,Hastings District
1414200,2,545812,Eskdale,Hastings District
1414300,0,545911,Tutira,Hastings District
1414400,3,545911,Tutira,Hastings District
1414501,0,545912,Puketitiri,Hastings District
1414503,0,545912,Puketitiri,Hastings District
1414504,3,545912,Puketitiri,Hastings District
1414505,0,545912,Puketitiri,Hastings District
1414600,1,545811,Tangoio,Hastings District
1414700,1,545811,Tangoio,Hastings District
1414800,1,545811,Tangoio,Hastings District
1414901,1,545811,Tangoio,Hastings District
1414903,0,545812,Eskdale,Hastings District
1414904,1,545812,Eskdale,Hastings District
1414905,1,545812,Eskdale,Hastings District
1415000,0,545811,Tangoio,Hastings District
1415100,1,545911,Tutira,Hastings District
1415200,2,545911,Tutira,Hastings District
1415300,0,545911,Tutira,Hastings District
1415400,2,545911,Tutira,Hastings District
1415500,0,545811,Tangoio,Hastings District
1415600,1,545811,Tangoio,Hastings District
1415700,1,545811,Tangoio,Hastings District
1415800,6,545811,Tangoio,Hastings District
1415900,1,545911,Tutira,Hastings District
1416000,3,545911,Tutira,Hastings District
1416100,2,545911,Tutira,Hastings District
1416200,0,545911,Tutira,Hastings District
1416301,4,546100,Westshore,Napier City
1416302,6,546100,Westshore,Napier City
1416400,1,546100,Westshore,Napier City
1416500,0,546100,Westshore,Napier City
1416600,0,546100,Westshore,Napier City
1416700,7,546100,Westshore,Napier City
1416800,2,546100,Westshore,Napier City
1416900,5,546100,Westshore,Napier City
1417000,4,546100,Westshore,Napier City
1417100,0,546100,Westshore,Napier City
1417200,0,546200,Ahuriri,Napier City
1417300,7,546200,Ahuriri,Napier City
1417400,2,546200,Ahuriri,Napier City
1417500,0,546200,Ahuriri,Napier City
1417600,2,546200,Ahuriri,Napier City
1417700,4,546200,Ahuriri,Napier City
1417800,1,546200,Ahuriri,Napier City
1417900,0,546200,Ahuriri,Napier City
1418000,1,546200,Ahuriri,Napier City
1418100,2,546200,Ahuriri,Napier City
1418200,2,546200,Ahuriri,Napier City
1418300,8,546200,Ahuriri,Napier City
1418400,0,546200,Ahuriri,Napier City
1418500,2,546200,Ahuriri,Napier City
1418600,1,546200,Ahuriri,Napier City
1418700,0,546200,Ahuriri,Napier City
1418800,1,546200,Ahuriri,Napier City
1418900,1,546200,Ahuriri,Napier City
1419000,2,546200,Ahuriri,Napier City
1419100,1,546200,Ahuriri,Napier City
1419200,0,546200,Ahuriri,Napier City
1419300,6,546200,Ahuriri,Napier City
1419400,8,546200,Ahuriri,Napier City
1419500,0,546200,Ahuriri,Napier City
1419600,2,546801,Hospital Hill,Napier City
1419700,0,546801,Hospital Hill,Napier City
1419800,1,546801,Hospital Hill,Napier City
1419900,0,546801,Hospital Hill,Napier City
1420000,5,546801,Hospital Hill,Napier City
1420100,2,546801,Hospital Hill,Napier City
1420200,4,546801,Hospital Hill,Napier City
1420300,0,546801,Hospital Hill,Napier City
1420400,1,546801,Hospital Hill,Napier City
1420500,0,546801,Hospital Hill,Napier City
1420600,0,546801,Hospital Hill,Napier City
1420700,0,546801,Hospital Hill,Napier City
1420801,1,546802,Bluff Hill,Napier City
1420802,1,546802,Bluff Hill,Napier City
1420803,0,546802,Bluff Hill,Napier City
1420804,0,546802,Bluff Hill,Napier City
1420900,1,546802,Bluff Hill,Napier City
1421000,3,546802,Bluff Hill,Napier City
1421100,1,546802,Bluff Hill,Napier City
1421200,2,546802,Bluff Hill,Napier City
1421300,5,546802,Bluff Hill,Napier City
1421400,0,546802,Bluff Hill,Napier City
1421500,1,546802,Bluff Hill,Napier City
1421600,0,546802,Bluff Hill,Napier City
1421701,1,546802,Bluff Hill,Napier City
1421702,0,546802,Bluff Hill,Napier City
1421703,4,546802,Bluff Hill,Napier City
1421800,2,546802,Bluff Hill,Napier City
1421900,0,546802,Bluff Hill,Napier City
1422000,3,546802,Bluff Hill,Napier City
1422100,0,546802,Bluff Hill,Napier City
1422200,2,546802,Bluff Hill,Napier City
1422300,0,546802,Bluff Hill,Napier City
1422400,1,546802,Bluff Hill,Napier City
1422500,2,546802,Bluff Hill,Napier City
1422600,1,546802,Bluff Hill,Napier City
1422700,3,546802,Bluff Hill,Napier City
1422800,1,546802,Bluff Hill,Napier City
1422900,2,546802,Bluff Hill,Napier City
1423000,2,546802,Bluff Hill,Napier City
1423100,2,546802,Bluff Hill,Napier City
1423200,4,546802,Bluff Hill,Napier City
1423300,3,546802,Bluff Hill,Napier City
1423400,0,546802,Bluff Hill,Napier City
1423500,3,546802,Bluff Hill,Napier City
1423600,5,546802,Bluff Hill,Napier City
1423700,0,546802,Bluff Hill,Napier City
1423800,0,546802,Bluff Hill,Napier City
1423900,4,546802,Bluff Hill,Napier City
1424000,4,546802,Bluff Hill,Napier City
1424100,6,546802,Bluff Hill,Napier City
1424200,0,546801,Hospital Hill,Napier City
1424300,1,546801,Hospital Hill,Napier City
1424400,6,546801,Hospital Hill,Napier City
1424500,0,546802,Bluff Hill,Napier City
1424600,1,546801,Hospital Hill,Napier City
1424700,2,546801,Hospital Hill,Napier City
1424800,2,546801,Hospital Hill,Napier City
1424900,1,546801,Hospital Hill,Napier City
1425000,3,546801,Hospital Hill,Napier City
1425100,1,546801,Hospital Hill,Napier City
1425201,0,546801,Hospital Hill,Napier City
1425202,0,546801,Hospital Hill,Napier City
1425203,1,546801,Hospital Hill,Napier City
1425300,4,546801,Hospital Hill,Napier City
1425400,0,546801,Hospital Hill,Napier City
1425500,3,546801,Hospital Hill,Napier City
1425600,1,546801,Hospital Hill,Napier City
1425700,2,546801,Hospital Hill,Napier City
1425801,0,546801,Hospital Hill,Napier City
1425802,2,546801,Hospital Hill,Napier City
1425901,0,546801,Hospital Hill,Napier City
1425902,2,546801,Hospital Hill,Napier City
1426000,0,546801,Hospital Hill,Napier City
1426100,2,546801,Hospital Hill,Napier City
1426200,14,546400,Onekawa West,Napier City
1426300,4,546400,Onekawa West,Napier City
1426400,8,546400,Onekawa West,Napier City
1426500,10,546400,Onekawa West,Napier City
1426600,11,546400,Onekawa West,Napier City
1426700,2,546400,Onekawa West,Napier City
1426800,1,546400,Onekawa West,Napier City
1426900,12,546400,Onekawa West,Napier City
1427000,3,546400,Onekawa West,Napier City
1427100,0,546400,Onekawa West,Napier City
1427200,8,546400,Onekawa West,Napier City
1427300,6,546400,Onekawa West,Napier City
1427400,1,546400,Onekawa West,Napier City
1427500,4,546400,Onekawa West,Napier City
1427600,6,546400,Onekawa West,Napier City
1427700,2,546400,Onekawa West,Napier City
1427801,7,545621,Poraiti,Napier City
1427802,2,546400,Onekawa West,Napier City
1427901,0,620901,Inlet-Port Napier,Area Outside Territorial Authority
1427902,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427903,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427905,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427906,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427914,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427915,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427909,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427910,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427911,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427912,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1427913,0,620903,Oceanic-Hawke's Bay Region,Area Outside Territorial Authority
1428000,0,546901,Nelson Park,Napier City
1428100,2,546901,Nelson Park,Napier City
1428200,0,546901,Nelson Park,Napier City
1428300,7,546901,Nelson Park,Napier City
1428400,5,546901,Nelson Park,Napier City
1428500,2,546901,Nelson Park,Napier City
1428600,4,546901,Nelson Park,Napier City
1428700,4,546901,Nelson Park,Napier City
1428800,4,546901,Nelson Park,Napier City
1428900,7,546901,Nelson Park,Napier City
1429000,3,546901,Nelson Park,Napier City
1429100,4,546901,Nelson Park,Napier City
1429200,9,546901,Nelson Park,Napier City
1429300,4,546901,Nelson Park,Napier City
1429400,6,546901,Nelson Park,Napier City
1429500,7,546901,Nelson Park,Napier City
1429600,3,546901,Nelson Park,Napier City
1429700,11,546901,Nelson Park,Napier City
1429800,0,546901,Nelson Park,Napier City
1429900,0,546901,Nelson Park,Napier City
1430000,0,546901,Nelson Park,Napier City
1430100,4,546901,Nelson Park,Napier City
1430200,1,546901,Nelson Park,Napier City
1430300,5,546901,Nelson Park,Napier City
1430400,1,546901,Nelson Park,Napier City
1430500,2,546901,Nelson Park,Napier City
1430600,3,546901,Nelson Park,Napier City
1430700,7,546901,Nelson Park,Napier City
1430800,19,546901,Nelson Park,Napier City
1430900,7,546901,Nelson Park,Napier City
1431000,2,546901,Nelson Park,Napier City
1431100,2,546901,Nelson Park,Napier City
1431200,4,546901,Nelson Park,Napier City
1431300,5,546901,Nelson Park,Napier City
1431400,3,546901,Nelson Park,Napier City
1431500,4,546902,Mclean Park,Napier City
1431600,3,546902,Mclean Park,Napier City
1431700,3,546902,Mclean Park,Napier City
1431800,1,546901,Nelson Park,Napier City
1431900,1,546901,Nelson Park,Napier City
1432000,1,546902,Mclean Park,Napier City
1432100,2,546902,Mclean Park,Napier City
1432200,1,546902,Mclean Park,Napier City
1432300,4,546902,Mclean Park,Napier City
1432400,5,546902,Mclean Park,Napier City
1432500,0,546902,Mclean Park,Napier City
1432600,2,546902,Mclean Park,Napier City
1432700,9,546902,Mclean Park,Napier City
1432800,3,546902,Mclean Park,Napier City
1432900,3,546902,Mclean Park,Napier City
1433000,8,546902,Mclean Park,Napier City
1433100,2,546902,Mclean Park,Napier City
1433200,3,546902,Mclean Park,Napier City
1433300,4,546902,Mclean Park,Napier City
1433400,9,546902,Mclean Park,Napier City
1433500,7,546902,Mclean Park,Napier City
1433600,15,546600,Marewa,Napier City
1433700,9,546600,Marewa,Napier City
1433800,4,546600,Marewa,Napier City
1433900,17,546600,Marewa,Napier City
1434000,5,546600,Marewa,Napier City
1434100,10,546600,Marewa,Napier City
1434200,3,546600,Marewa,Napier City
1434300,10,546600,Marewa,Napier City
1434400,0,546600,Marewa,Napier City
1434500,6,546600,Marewa,Napier City
1434600,4,546600,Marewa,Napier City
1434700,3,546600,Marewa,Napier City
1434800,2,546600,Marewa,Napier City
1434900,16,546600,Marewa,Napier City
1435000,10,546600,Marewa,Napier City
1435100,8,546600,Marewa,Napier City
1435200,0,546600,Marewa,Napier City
1435300,6,546600,Marewa,Napier City
1435400,3,546600,Marewa,Napier City
1435500,5,546600,Marewa,Napier City
1435600,7,546600,Marewa,Napier City
1435700,12,546600,Marewa,Napier City
1435800,0,546600,Marewa,Napier City
1435900,4,546600,Marewa,Napier City
1436000,11,546600,Marewa,Napier City
1436100,12,546600,Marewa,Napier City
1436200,11,546600,Marewa,Napier City
1436300,11,546600,Marewa,Napier City
1436400,0,546600,Marewa,Napier City
1436500,5,546600,Marewa,Napier City
1436600,4,546600,Marewa,Napier City
1436700,3,546600,Marewa,Napier City
1436800,14,546600,Marewa,Napier City
1436900,4,546600,Marewa,Napier City
1437000,1,546600,Marewa,Napier City
1437100,3,546600,Marewa,Napier City
1437200,4,546600,Marewa,Napier City
1437300,7,546600,Marewa,Napier City
1437400,3,546600,Marewa,Napier City
1437500,4,546600,Marewa,Napier City
1437600,2,546600,Marewa,Napier City
1437700,1,546600,Marewa,Napier City
1437800,4,546600,Marewa,Napier City
1437900,0,546600,Marewa,Napier City
1438000,1,546600,Marewa,Napier City
1438100,4,546600,Marewa,Napier City
1438200,7,546300,Onekawa Central,Napier City
1438300,0,546300,Onekawa Central,Napier City
1438400,2,546300,Onekawa Central,Napier City
1438500,1,546300,Onekawa Central,Napier City
1438600,1,546300,Onekawa Central,Napier City
1438701,2,546300,Onekawa Central,Napier City
1438702,0,546300,Onekawa Central,Napier City
1438800,4,546300,Onekawa Central,Napier City
1438900,0,546300,Onekawa Central,Napier City
1439000,8,546300,Onekawa Central,Napier City
1439100,3,546300,Onekawa Central,Napier City
1439200,1,546300,Onekawa Central,Napier City
1439300,2,546300,Onekawa Central,Napier City
1439400,4,546300,Onekawa Central,Napier City
1439500,2,546300,Onekawa Central,Napier City
1439600,0,546500,Onekawa South,Napier City
1439700,4,546500,Onekawa South,Napier City
1439800,2,546500,Onekawa South,Napier City
1439900,3,546500,Onekawa South,Napier City
1440000,2,546500,Onekawa South,Napier City
1440100,2,546500,Onekawa South,Napier City
1440200,0,546500,Onekawa South,Napier City
1440300,7,546500,Onekawa South,Napier City
1440401,0,547400,Pirimai,Napier City
1440402,1,546500,Onekawa South,Napier City
1440500,3,546500,Onekawa South,Napier City
1440600,3,546500,Onekawa South,Napier City
1440700,8,546500,Onekawa South,Napier City
1440800,7,546500,Onekawa South,Napier City
1440900,5,546500,Onekawa South,Napier City
1441000,3,546500,Onekawa South,Napier City
1441100,8,546500,Onekawa South,Napier City
1441200,1,546500,Onekawa South,Napier City
1441300,10,546500,Onekawa South,Napier City
1441400,6,546500,Onekawa South,Napier City
1441500,0,546500,Onekawa South,Napier City
1441600,5,546500,Onekawa South,Napier City
1441700,4,546500,Onekawa South,Napier City
1441800,4,546500,Onekawa South,Napier City
1441900,9,546500,Onekawa South,Napier City
1442000,11,546500,Onekawa South,Napier City
1442100,3,546500,Onekawa South,Napier City
1442200,2,546500,Onekawa South,Napier City
1442300,6,546500,Onekawa South,Napier City
1442400,4,546500,Onekawa South,Napier City
1442500,0,546500,Onekawa South,Napier City
1442600,6,546500,Onekawa South,Napier City
1442700,6,546500,Onekawa South,Napier City
1442800,0,546500,Onekawa South,Napier City
1442900,1,546500,Onekawa South,Napier City
1443000,5,546500,Onekawa South,Napier City
1443100,1,546500,Onekawa South,Napier City
1443200,3,546500,Onekawa South,Napier City
1443300,1,546500,Onekawa South,Napier City
1443400,8,546500,Onekawa South,Napier City
1443500,1,546500,Onekawa South,Napier City
1443600,13,546500,Onekawa South,Napier City
1443700,2,546700,Maraenui,Napier City
1443800,6,546700,Maraenui,Napier City
1443900,0,546700,Maraenui,Napier City
1444000,1,546700,Maraenui,Napier City
1444100,1,546700,Maraenui,Napier City
1444200,10,546700,Maraenui,Napier City
1444300,7,546700,Maraenui,Napier City
1444401,1,546700,Maraenui,Napier City
1444402,1,546700,Maraenui,Napier City
1444500,1,546700,Maraenui,Napier City
1444600,10,546700,Maraenui,Napier City
1444700,2,546700,Maraenui,Napier City
1444800,5,546700,Maraenui,Napier City
1444900,13,546700,Maraenui,Napier City
1445000,5,546700,Maraenui,Napier City
1445100,16,546700,Maraenui,Napier City
1445200,3,546700,Maraenui,Napier City
1445300,8,546700,Maraenui,Napier City
1445400,7,546700,Maraenui,Napier City
1445500,2,546700,Maraenui,Napier City
1445600,5,546700,Maraenui,Napier City
1445700,0,546700,Maraenui,Napier City
1445800,1,546700,Maraenui,Napier City
1445900,7,546700,Maraenui,Napier City
1446000,13,546700,Maraenui,Napier City
1446100,2,546700,Maraenui,Napier City
1446200,5,546700,Maraenui,Napier City
1446300,5,546700,Maraenui,Napier City
1446400,1,546700,Maraenui,Napier City
1446500,3,546700,Maraenui,Napier City
1446600,5,546700,Maraenui,Napier City
1446700,6,546700,Maraenui,Napier City
1446800,3,546700,Maraenui,Napier City
1446900,3,546700,Maraenui,Napier City
1447000,1,546700,Maraenui,Napier City
1447100,2,546700,Maraenui,Napier City
1447200,1,546700,Maraenui,Napier City
1447300,3,546700,Maraenui,Napier City
1447400,3,547400,Pirimai,Napier City
1447500,4,547400,Pirimai,Napier City
1447600,2,547400,Pirimai,Napier City
1447700,1,547400,Pirimai,Napier City
1447800,2,547400,Pirimai,Napier City
1447900,2,547400,Pirimai,Napier City
1448000,0,547400,Pirimai,Napier City
1448104,0,547100,Greenmeadows,Napier City
1448105,0,547100,Greenmeadows,Napier City
1448106,0,547100,Greenmeadows,Napier City
1448107,0,547100,Greenmeadows,Napier City
1448102,4,547400,Pirimai,Napier City
1448103,0,547400,Pirimai,Napier City
1448200,0,547400,Pirimai,Napier City
1448300,1,547400,Pirimai,Napier City
1448400,4,547400,Pirimai,Napier City
1448500,1,547400,Pirimai,Napier City
1448600,8,547400,Pirimai,Napier City
1448700,3,547400,Pirimai,Napier City
1448800,8,547400,Pirimai,Napier City
1448900,1,547400,Pirimai,Napier City
1449000,4,547400,Pirimai,Napier City
1449100,1,547400,Pirimai,Napier City
1449200,1,547400,Pirimai,Napier City
1449300,1,547400,Pirimai,Napier City
1449400,1,547400,Pirimai,Napier City
1449500,2,547400,Pirimai,Napier City
1449600,7,547400,Pirimai,Napier City
1449700,1,547400,Pirimai,Napier City
1449800,4,547400,Pirimai,Napier City
1449900,1,547400,Pirimai,Napier City
1450000,0,547400,Pirimai,Napier City
1450100,1,547400,Pirimai,Napier City
1450200,4,547400,Pirimai,Napier City
1450300,0,547400,Pirimai,Napier City
1450400,3,547400,Pirimai,Napier City
1450500,1,547400,Pirimai,Napier City
1450600,0,547001,Tamatea North,Napier City
1450700,1,547001,Tamatea North,Napier City
1450800,0,547001,Tamatea North,Napier City
1450900,1,547001,Tamatea North,Napier City
1451000,2,547001,Tamatea North,Napier City
1451100,3,547001,Tamatea North,Napier City
1451200,0,547001,Tamatea North,Napier City
1451300,3,547001,Tamatea North,Napier City
1451400,3,547001,Tamatea North,Napier City
1451500,1,547001,Tamatea North,Napier City
1451600,0,547001,Tamatea North,Napier City
1451700,9,547001,Tamatea North,Napier City
1451800,6,547001,Tamatea North,Napier City
1451900,2,547001,Tamatea North,Napier City
1452000,11,547001,Tamatea North,Napier City
1452100,0,547001,Tamatea North,Napier City
1452200,0,545621,Poraiti,Napier City
1452300,4,547001,Tamatea North,Napier City
1452400,3,547001,Tamatea North,Napier City
1452500,6,547002,Tamatea South,Napier City
1452600,0,547002,Tamatea South,Napier City
1452700,0,547002,Tamatea South,Napier City
1452800,1,547002,Tamatea South,Napier City
1452900,0,547002,Tamatea South,Napier City
1453000,0,547002,Tamatea South,Napier City
1453100,2,547002,Tamatea South,Napier City
1453200,0,547002,Tamatea South,Napier City
1453300,0,547002,Tamatea South,Napier City
1453400,2,547002,Tamatea South,Napier City
1453500,1,547002,Tamatea South,Napier City
1453600,1,547002,Tamatea South,Napier City
1453700,0,545621,Poraiti,Napier City
1453800,1,547002,Tamatea South,Napier City
1453900,0,547002,Tamatea South,Napier City
1454000,1,547002,Tamatea South,Napier City
1454100,2,547002,Tamatea South,Napier City
1454200,2,547002,Tamatea South,Napier City
1454300,2,547002,Tamatea South,Napier City
1454400,1,547002,Tamatea South,Napier City
1454500,2,547002,Tamatea South,Napier City
1454600,2,547002,Tamatea South,Napier City
1454700,3,547002,Tamatea South,Napier City
1454800,1,547002,Tamatea South,Napier City
1454900,1,547100,Greenmeadows,Napier City
